index,material_no,name,category,glass_t1_mm,glass_cavity_mm,glass_t2_mm,spectrum_ok,R_125_Hz,R_250_Hz,R_500_Hz,R_1000_Hz,R_2000_Hz,R_4000_Hz
2855,2981,Akoestiregel 3x12.5 gipskarton + MD60 + MS75 + 140mm PE + 2x12.5 gipskarton,,,,,True,43.0,53.0,62.0,68.3,69.5,65.4
2856,2982,Akoestiregel 1x12.5 gipskarton + MD120 + MS75 + 160mm PE + 2x12.5 gipskarton,,,,,True,36.9,48.9,59.4,67.3,67.4,62.9
2857,2983,Akoestiregel 2x12.5 gipskarton + MD120 + MS75 + 160mm PE + 2x12.5 gipskarton,,,,,True,42.5,52.7,62.3,67.7,70.9,65.9
2858,2984,Akoestiregel 3x12.5 gipskarton + MD120 + MS75 + 160mm PE + 2x12.5 gipskarton,,,,,True,45.4,54.1,62.7,68.5,71.0,66.2
2859,2985,Akoestiregel KZS 215 + MD40 + PE wol + 1x12.5 gipsvezelbeplating,,,,,True,39.0,53.4,71.4,78.1,74.1,69.7
2860,2986,Akoestiregel KZS 215 + MD40 + PE wol + 1x12.5 gipskartonplaat,,,,,True,37.9,50.3,69.7,82.3,88.9,88.7
2861,2987,Akoestiregel KZS 215 + MD40 + PE wol + 2x12.5 gipskartonplaat,,,,,True,44.3,56.7,73.9,82.6,90.6,90.0
2862,2988,Akoestiregel KZS 215 + MD40 + PE wol + 3x12.5 gipskartonplaat,,,,,True,48.4,60.0,74.3,82.0,89.4,88.2
2863,2989,Akoestiregel KZS 215 + MD60 + PE wol +1x12.5 gipskartonplaat,,,,,True,41.8,56.6,73.5,86.8,93.3,86.0
2864,2990,Akoestiregel KZS 215 + MD60 + PE wol + 2x12.5 gipskartonplaat,,,,,True,48.9,62.1,76.9,85.8,92.9,84.0
2865,2991,Akoestikon KZS + MD60 + PE wol + 3x12.5 gipskartonplaat,,,,,True,52.9,63.9,77.4,86.1,93.8,88.1
2866,2992,Akoestiregel KZS 215 + MD120 + PE wol + 1x12.5 gipskartonplaat,,,,,True,47.9,61.6,78.0,90.1,99.7,95.4
2867,2993,Akoestiregel KZS 215 + MD120 + PE wol + 2x12.5 gipskartonplaat,,,,,True,54.0,66.1,80.6,89.7,99.9,97.5
2868,2994,Akoestiregel KZS 215 + MD120 + PE wol + 3x12.5 gipskartonplaat,,,,,True,56.6,67.3,81.2,90.8,99.9,99.9
2869,2995,Akoestiregel KZS 215 + MXT120 + steenwol + 1x12.5 gipskartonplaat,,,,,True,50.1,62.4,80.4,90.8,99.9,97.7
2870,2996,Akoestiregel KZS 215 + MXT120 + steenwol + 2x12.5 gipskartonplaat,,,,,True,54.6,65.4,81.5,90.6,99.9,97.7
2871,2997,Akoestikon KZS + MXT120 + 3x12.5 gipskartonplaat,,,,,True,56.4,67.7,82.2,90.6,99.9,99.1
2872,2999,Akoestiregel KZS 215 + MXT120 + steenwol + 3x12.5 gipskartonplaat,,,,,True,56.4,67.7,82.2,90.6,99.9,99.1
2873,3000,Akoestiregel KZS 215 + MXT220 + steenwol + 1x12.5 gipskartonplaat,,,,,True,53.3,64.0,80.3,92.7,99.9,98.8
2874,3001,Akoestiregel KZS 215 + MXT220 + steenwol + 2x12.5 gipskartonplaat,,,,,True,55.7,67.1,80.8,92.4,99.9,99.8
2875,3002,Akoestiregel KZS 215 + MXT220 + steenwol + 3x12.5 gipskartonplaat,,,,,True,57.2,68.2,81.6,92.8,99.9,99.7
2876,3003,Akoestiregel KZS 100 + MD40 + PE wol + 1x12.5 gipskartonplaat,,,,,True,31.1,42.1,59.8,77.1,84.9,85.4
2877,3004,Akoestiregel KZS 100 + MD40 + PE wol + 2x12.5 gipskartonplaat,,,,,True,37.1,48.1,63.9,76.6,86.0,88.2
2878,3005,Akoestiregel KZS 100 + MD40 + PE wol + 3x12.5 gipskartonplaat,,,,,True,41.1,50.7,65.0,77.4,85.7,91.0
2879,3006,Akoestiregel KZS 100 + MD60 + PE wol + 1x12.5 gipskartonplaat,,,,,True,35.0,46.4,63.4,80.7,89.4,91.0
2880,3007,Akoestiregel KZS 100 + MD60 + PE wol + 2x12.5 gipskartonplaat,,,,,True,41.7,52.7,67.4,80.8,91.2,93.7
2881,3008,Akoestiregel KZS 100 + MD60 + PE wol + 3x12.5 gipskartonplaat,,,,,True,43.9,55.2,68.9,81.0,90.5,96.4
2882,3009,Akoestikon KZS 100 + MD 120 + PE wol + 1x12.5 gipskartonplaat,,,,,True,39.1,52.0,68.2,83.6,94.5,93.5
2883,3010,Akoestiregel KZS 100 + MD120 + PE wol + 1x12.5 gipskartonplaat,,,,,True,39.1,52.0,68.2,83.6,94.5,93.5
2884,3011,Akoestiregel KZS 100 + MD120 + PE wol + 2x12.5 gipskartonplaat,,,,,True,45.6,58.7,72.1,82.5,93.6,92.4
2885,3012,Akoestiregel KZS 100 + MD120 + PE wol + 3x12.5gipskartonplaat,,,,,True,48.5,61.5,73.5,84.1,97.0,96.0
2886,3013,Akoestiregel KZS 100 + MXT120 + steenwol + 1x12.5 gipskartonplaat,,,,,True,42.9,54.4,72.5,86.8,99.4,93.0
2887,3014,Akoestiregel KZS 100 + MXT120 + steenwol + 2x12.5 gipskartonplaat,,,,,True,48.3,58.3,74.3,86.0,99.9,97.2
2888,3015,Akoestiregel KZS 100 + MXT120 + steenwol + 3x12.5 gipskartonplaat,,,,,True,50.3,60.5,75.0,86.2,99.9,97.1
2889,3016,Akoestiregel KZS 100 + MXT220 + steenwol + 1x12.5 gipskartonplaat,,,,,True,45.9,54.8,71.4,84.8,99.9,95.7
2890,3017,Akoestiregel KZS 100 + MXT220 + steenwol + 2x12.5 gipskartonplaat,,,,,True,79.6,57.5,72.0,83.3,99.9,97.0
2891,3018,Akoestiregel KZS 100 + MXT220 + steenwol + 3x12.5 gipskartonplaat,,,,,True,51.9,59.7,72.6,83.0,97.2,95.7
2892,3019,Akoestiregel Cellenbeton 100 + MD40 + PE wol + 1x12.5 gipskartonplaat,,,,,True,29.3,36.9,48.0,64.8,74.2,77.7
2893,3020,Akoestiregel Cellenbeton 100 + MD40 + PE wol + 2x12.5 gipskartonplaat,,,,,True,34.4,43.1,53.0,65.5,75.6,82.3
2894,3021,Akoestiregel Cellenbeton 100 + MD40 + PE wol + 3x12.5 gipskartonplaat,,,,,True,37.9,45.6,55.0,66.7,76.7,84.4
2895,3022,Akoestiregel Cellenbeton 100 + MD60 + PE wol + 1x12.5 gipskartonplaat,,,,,True,31.8,42.8,53.3,70.0,80.4,86.3
2896,3023,Akoestiregel Cellenbeton 100 + MD60 + PE wol + 2x12.5 gipskartonplaat,,,,,True,38.5,48.4,57.6,70.1,82.9,90.8
2897,3024,Akoestiregel Cellenbeton 100 + MD60 + PE wol + 3x12.5 gipskartonplaat,,,,,True,41.9,50.6,59.1,70.9,83.6,92.2
2898,3025,Akoestiregel Cellenbeton 100 + MD60 + PE wol + 2x12.5 akoestipanel F12,,,,,True,42.6,52.2,62.0,74.4,85.9,93.5
2899,3026,Akoestiregel Cellenbeton 100 + MD120 + PE wol + 1x12.5 gipskartonplaat,,,,,True,37.8,48.6,58.0,74.4,86.9,89.9
2900,3027,Akoestiregel Cellenbeton 100 + MD120 + PE wol + 2x12.5 gipskartonplaat,,,,,True,45.1,54.7,62.1,74.8,88.8,92.5
2901,3028,Akoestiregel Cellenbeton 100 + MD120 + PE wol + 3x12.5 gipskartonplaat,,,,,True,47.1,56.8,63.5,75.1,90.7,95.5
2902,3029,Akoestiregel Cellenbeton 100 + MXT120 + steenwol + 1x12.5 gipskartonplaat,,,,,True,38.7,49.7,60.8,74.4,88.3,86.3
2903,3030,Akoestiregel Cellenbeton 100 + MXT120 + steenwol + 2x12.5 gipskartonplaat,,,,,True,42.3,52.9,62.7,74.0,92.3,91.8
2904,3031,Akoestiregel Cellenbeton 100 + MXT120 + steenwol + 3x12.5 gipskartonplaat,,,,,True,44.9,55.3,63.3,75.1,93.0,94.5
2905,3032,Akoestiregel Cellenbeton 100 + MXT220 + steenwol + 1x12.5 gipskartonplaat,,,,,True,41.2,50.7,64.2,78.0,97.2,92.7
2906,3033,Akoestiregel Cellenbeton 100 + MXT220 + steenwol + 2x12.5 gipskartonplaat,,,,,True,43.2,53.1,65.1,77.1,98.6,93.5
2907,3034,Akoestiregel Cellenbeton 100 + MXT220 + steenwol + 3x12.5 gipskartonplaat,,,,,True,45.9,55.5,66.0,78.1,99.1,96.8
2908,3035,Akoestiregel KZS 215 + MD60 + PE wol + 3x12.5 gipskartonplaat,,,,,True,52.9,63.9,77.4,86.1,93.8,88.1
2909,3036,Akoestikon Akoestiroof S+,,,,,True,30.4,41.9,50.6,59.1,65.2,69.6
2910,3037,Akoestikon Akoestiroof S+ met gipsplaat,,,,,True,34.8,46.1,54.0,60.5,67.2,63.8
2911,3038,Akoestikon Akoestiroof S+ met gipsplaat en OSB,,,,,True,38.6,45.6,52.4,60.7,67.9,72.6
2912,3039,Maars wand EA 82 scheidingswand,,,,,True,14.8,33.8,43.5,49.3,46.8,0.0
2913,3040,Maars wand EB 82 scheidingswand,,,,,True,18.9,27.4,32.7,36.9,29.5,0.0
2914,3041,Maars wand EA 107 scheidingswand,,,,,True,27.1,41.8,49.9,51.6,49.8,0.0
2915,3042,Alusta Gemini 5/85/3+abs schuifraam,,,,,True,23.8,32.6,41.2,53.9,55.5,55.0
2916,3043,Alusta Gemini 5/100/3 schuifraam,,,,,True,23.3,33.4,41.9,50.9,52.1,52.4
2917,3044,Alusta Gemini 5/100/3+abs schuifraam,,,,,True,24.9,34.8,43.1,53.0,53.9,53.7
2918,3045,Alusta OrionInverse 110,,,,,True,4.5,6.2,15.6,15.8,20.9,0.0
2919,3046,Alusta OrionInverse 150,,,,,True,4.6,5.3,14.7,15.7,19.2,0.0
2920,3047,Alusta OrionInverse 200,,,,,True,5.1,3.8,12.2,12.0,17.7,0.0
2921,3048,Alusta OrionInverse 250,,,,,True,5.1,4.9,11.5,10.4,14.7,0.0
2922,3049,Alusta Gemini 6-140-4 schuifraam,,,,,True,29.8,36.5,42.1,48.0,47.7,0.0
2923,3050,Alusta Gemini 6-160-4 schuifraam,,,,,True,31.2,36.8,42.2,48.3,47.5,0.0
2924,3051,Alusta Gemini 6-160-4RA schuifraam,,,,,True,31.4,37.5,43.8,48.4,48.4,0.0
2925,3052,Alusta Gemini 6-180-4 schuifraam,,,,,True,31.7,37.5,41.9,41.3,46.3,0.0
2926,3053,Alusta Gemini 6-180-4RA schuifraam,,,,,True,32.4,38.7,43.5,48.6,48.5,0.0
2927,3054,Alusta Gemini 6-200-4 schuifraam,,,,,True,34.0,38.0,42.7,48.1,47.4,0.0
2928,3055,Alusta Gemini 6-200-4RA schuifraam,,,,,True,34.4,39.0,44.0,48.8,48.8,0.0
2929,3056,Maars wand EA 82 scheidingswand,,,,,True,14.8,33.8,43.5,49.3,46.8,0.0
2930,3057,Maars wand EB 82 scheidingswand,,,,,True,18.9,27.4,32.7,36.9,29.5,0.0
2931,3058,Maars wand EA 107 scheidingswand,,,,,True,27.1,41.8,49.9,51.6,49.8,0.0
2932,3059,Alusta Gemini 5/85/3+abs schuifraam,,,,,True,23.8,32.6,41.2,53.9,55.5,55.0
2933,3060,Alusta Gemini 5/100/3 schuifraam,,,,,True,23.3,33.4,41.9,50.9,52.1,52.4
2934,3061,TNO-TPD: Enkelglas (2 mm),,,,,True,24.9,34.8,43.1,53.0,53.9,53.7
2935,3062,Alusta OrionInverse 110,,,,,True,4.5,6.2,15.6,15.8,20.9,0.0
2936,3063,Alusta OrionInverse 150,,,,,True,4.6,5.3,14.7,15.7,19.2,0.0
2937,3064,Alusta OrionInverse 200,,,,,True,5.1,3.8,12.2,12.0,17.7,0.0
2938,3065,Alusta OrionInverse 250,,,,,True,5.1,4.9,11.5,10.4,14.7,0.0
2939,3066,Alusta Gemini 6-140-4 schuifraam,,,,,True,29.8,36.5,42.1,48.0,47.7,0.0
2940,3067,Alusta Gemini 6-160-4 schuifraam,,,,,True,31.2,36.8,42.2,48.3,47.5,0.0
2941,3068,Alusta Gemini 6-160-4RA schuifraam,,,,,True,31.4,37.5,43.8,48.4,48.4,0.0
2942,3069,Alusta Gemini 6-180-4 schuifraam,,,,,True,31.7,37.5,41.9,47.3,46.3,0.0
2943,3070,Alusta Gemini 6-180-4RA schuifraam,,,,,True,32.4,38.7,43.5,48.6,48.5,0.0
2944,3071,Alusta Gemini 6-200-4 schuifraam,,,,,True,34.0,38.0,42.7,48.1,47.4,0.0
2945,3072,Alusta Gemini 6-200-4RA schuifraam,,,,,True,34.4,39.0,44.0,48.8,48.8,0.0
2946,3073,Interlux PLO-M10,,,,,True,23.8,39.2,50.7,51.8,45.5,56.2
2947,3074,Interlux PL-M10 G,,,,,True,28.2,43.3,53.0,53.5,56.2,59.5
2948,3075,Interlux PS-10,,,,,True,28.8,41.0,51.3,52.0,56.5,59.9
2949,3076,Interwand 10mm gehard glas [1],,,,,True,26.3,27.9,31.8,26.9,29.9,39.8
2950,3077,Interwand akoestisch gelaagd glas 5.5.A2 [1],,,,,True,26.5,28.2,31.8,32.9,34.4,46.1
2951,3078,Interwand 12mm gehard glas [1],,,,,True,28.1,29.9,33.2,26.3,34.2,41.8
2952,3079,Interwand akoestisch gelaagd glas 6.6.A2 [1],,,,,True,28.2,30.1,32.9,32.5,38.8,48.0
2953,3080,Interselect 100 [1],,,,,True,20.0,33.7,45.1,53.0,47.9,43.0
2954,3081,Interselect 100 G [1],,,,,True,28.4,40.1,48.6,57.8,54.9,50.1
2955,3082,Interline SO [1],,,,,True,32.3,43.2,50.1,49.4,47.3,55.5
2956,3083,Interline MO [1],,,,,True,25.4,37.8,46.3,49.1,41.3,50.6
2957,3084,Interline MO G [1],,,,,True,30.0,40.6,48.4,52.6,51.4,58.6
2958,3085,Intersmart steenwol los,,,,,True,17.7,32.0,43.7,50.5,52.3,56.0
2959,3086,Interwand Line; 6 mm Vetroflam + 6 mm 3.3.1. blank gelaagd glas [1],,,,,True,20.9,31.9,38.8,47.1,45.8,50.4
2960,3087,Interwand Line; 2 x 3.3.1. blank gelaagd glas [1],,,,,True,15.6,29.2,36.0,45.8,38.7,48.5
2961,3088,Interwand Line; 3.3.1. mm blank gelaagd glas + 6 mm 3.3.A.1. blank (akoestisch),,,,,True,28.4,35.5,39.8,50.3,55.9,56.9
2962,3089,Interglas Variant 6: AG-06 [1],,,,,True,25.5,32.2,38.5,47.2,48.3,46.4
2963,3090,Interglas Variant 1: AG-01 [1],,,,,True,16.6,23.4,29.3,36.6,41.3,29.8
2964,3091,Interglas Variant 2: AG-02 [1],,,,,True,21.0,26.4,30.9,39.0,38.2,36.2
2965,3092,Interglas Variant 5: AG-05 [1],,,,,True,22.0,32.3,37.3,41.5,33.9,42.0
2966,3093,Interwand glasdeur gelaagd glas 55.3 zonder valdorpel [1],,,,,True,15.7,18.0,19.6,21.7,22.7,22.4
2967,3094,Interwand schuifdeur met glas 44A1 [1],,,,,True,24.0,26.3,25.6,26.2,30.4,32.5
2968,3095,Interwand Reinaerdt deur VS 33dB [1],,,,,True,21.5,24.7,28.0,25.9,28.3,27.6
2969,3096,Interwand glasdeur 10mm met valdorpel [1],,,,,True,23.9,28.2,31.0,28.2,28.4,31.1
2970,3097,Interwand Reinaerdt deur 3FA [1],,,,,True,22.6,25.8,31.0,34.1,28.0,32.6
2971,3098,Interwand stalen deur [1],,,,,True,16.1,19.4,21.4,20.1,20.3,27.6
2972,3099,Interwand Reinaerdt deur 2R 42dB [1],,,,,True,16.2,23.7,26.7,28.8,28.5,24.5
2973,3100,Interwand glasdeur Variant 10,,,,,True,20.2,25.6,25.4,29.2,27.1,33.2
2974,3101,Interwand houten deur 55mm met valdorpel [1],,,,,True,24.0,27.2,26.7,27.4,30.5,32.8
2975,3102,Interwand stalen deur met valdorpel [1],,,,,True,20.0,24.3,27.6,29.3,29.7,31.8
2976,3103,Interwand glasdeur 3.3.1 met valdorpel [1],,,,,True,23.0,26.2,30.3,29.2,27.4,31.6
2977,3104,"Interwand glasdeur 3.3.A1, met valdorpel [1]",,,,,True,23.2,26.4,30.6,29.7,29.0,32.5
2978,3105,Interwand deur Variant 4 met 2x valdorpel,,,,,True,27.1,29.3,32.7,37.3,35.9,39.4
2979,3106,Interwand houten deur 55mm zonder valdorpel [1],,,,,True,20.8,23.5,24.4,24.9,26.5,24.0
2980,3107,"Interwand glasdeur 3.3.1, zonder valdorpel [1]",,,,,True,19.8,22.9,26.1,26.5,25.2,23.7
2981,3108,"Interwand Reinaerdt kanaalspaan, zonder valdorpel [1]",,,,,True,18.7,21.4,23.7,22.2,23.4,22.2
2982,3109,Interwand deur Variant 2 met 2x valdorpel,,,,,True,27.0,29.8,33.6,37.6,37.8,40.1
2983,3110,Interwand Reinaerdt kanaalspaan met valdorpel [1],,,,,True,22.3,25.2,27.7,23.9,25.0,28.5
2984,3111,Interwand schuifdeur met glas 33.A.1 [1],,,,,True,21.0,22.5,21.5,20.7,27.4,29.6
2985,3112,"Interwand houten deur, stalen kozijn, 3 dubbele kierdichting met valdorpel [1]",,,,,True,19.1,19.3,30.1,32.4,35.2,37.2
2986,3113,Interwand Reinaerdt 2R 42dB met valdorpel [1],,,,,True,17.6,26.7,35.2,36.2,35.1,38.5
2987,3114,Interwand Reinaerdt VS 33dB met valdorpel [1],,,,,True,23.3,27.5,30.9,27.5,30.3,34.7
2988,3115,Interwand glasdeur variant 2A gelaagd glas [1],,,,,True,24.5,27.6,30.3,35.7,34.3,34.8
2989,3116,Interwand Reinaerdt 3FA 38dB met valdorpel [1],,,,,True,23.1,26.3,33.0,35.8,34.6,35.8
2990,3117,Interwand DK 65mm glasdeur,,,,,True,18.9,24.8,25.9,29.1,27.6,34.0
2991,3118,"Interwand glasdeur 3.3.A1, zonder valdorpel [1]",,,,,True,20.7,23.4,27.0,27.4,26.9,25.1
2992,3119,"Interwand DK 65mm glasdeur 33.A2, kier van 5 mm onder deur",,,,,True,16.8,20.5,22.1,21.1,23.3,30.2
2993,3120,Interwand DK 65mm variant 9: Glas 33.A2 met valdorpel,,,,,True,21.0,25.4,25.3,29.1,27.2,33.4
2994,3121,Interwand DK 65mm variant 10: Glas 33.A2 met valdorpel,,,,,True,20.2,25.6,25.4,29.2,27.1,33.2
2995,3122,Unidek Kolibri zonder verlaagd plafond [1],,,,,True,14.4,17.2,23.2,22.3,38.9,0.0
2996,3123,Unidek Kolibri met verlaagd plafond [1],,,,,True,18.2,27.1,39.6,42.5,46.4,0.0
2997,3124,Unidek Kolibri R met verlaagd plafond [1],,,,,True,18.5,26.0,38.5,45.2,53.0,0.0
2998,3125,Unidek Condor 2.5,,,,,True,18.3,17.0,26.7,32.2,46.1,0.0
2999,3126,Unidek Condor 2.5L,,,,,True,11.1,16.7,26.2,29.9,44.0,0.0
3000,3127,Unidek Kolibrie DLG [1],,,,,True,17.7,23.3,32.5,31.6,39.9,0.0
3001,3128,Unidek Kolibrie DLGB,,,,,True,18.2,22.5,31.8,31.5,39.3,0.0
3002,3129,"Unidek Kolibrie LGR, riet op dakelement",,,,,True,21.0,23.0,25.0,31.0,37.0,0.0
3003,3130,"Unidek Kolibrie LGR, riet op rietlatten",,,,,True,15.0,20.0,28.0,31.0,37.0,0.0
3004,3131,Buva SusStream Kosma 11-ZR [1],,,,,True,39.2,42.9,55.6,65.6,63.1,0.0
3005,3132,Buva SusStream Kosma 15-ZR [1],,,,,True,38.0,38.3,49.8,63.7,58.0,0.0
3006,3133,Buva SusStream Kosma 21-ZR [1],,,,,True,37.2,35.3,43.1,57.6,53.9,0.0
3007,3134,Buva SusStream Kosma 26-ZR [1],,,,,True,36.4,32.0,38.1,54.8,50.6,0.0
3008,3135,"Innosource Innoventus G2, 100 F",,,,,True,40.5,43.7,53.2,51.0,60.0,65.3
3009,3136,"Innosource Innoventus F6, 100 F",,,,,True,40.0,43.7,54.4,51.8,61.1,66.6
3010,3137,"Innosource Innoventus G2, 120 F",,,,,True,38.3,39.5,48.6,49.2,57.0,64.3
3011,3138,"Innosource Innoventus F6, 120 F",,,,,True,37.4,40.0,50.7,51.0,58.4,67.0
3012,3139,"Innosource Innoventus G2, 125-100 M",,,,,True,40.1,43.5,54.0,55.4,64.7,69.5
3013,3140,"Innosource Sonair F+, F6 100 F",,,,,True,40.1,45.7,56.3,53.8,55.4,60.9
3014,3141,"Innosource Sonair A+, F6 100 F",,,,,True,40.4,44.8,52.5,50.2,51.8,56.9
3015,3142,Ventilatie RMG2012,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0
3016,3144,Alusta Bingo Cybele ABC 16,,,,,True,31.6,30.7,29.2,34.7,29.2,0.0
3017,3145,Alusta Cadet Extra 250 HVH 25,,,,,True,33.6,32.4,35.9,36.9,43.3,44.1
3018,3146,Alusta Cadet Super 250 HVH 25,,,,,True,32.5,33.1,37.3,38.3,45.8,47.2
3019,3147,Alusta Virgo Alumien 100 ZR,,,,,True,35.3,38.8,42.1,37.5,39.4,0.0
3020,3148,Alusta Virgo Alumien 150 ZR,,,,,True,34.6,35.9,38.3,33.6,36.6,0.0
3021,3149,Alusta Virgo Alumien 200 ZR,,,,,True,31.8,33.3,36.1,32.1,33.6,0.0
3022,3150,Alusta Virgo Alumien 250 ZR,,,,,True,30.8,31.7,33.3,30.2,32.9,0.0
3023,3151,Alusta Virgo Belinda 100 ZR,,,,,True,35.6,36.9,44.1,49.2,45.6,0.0
3024,3152,Alusta Virgo Belinda 150 ZR,,,,,True,33.9,33.3,38.3,43.5,41.4,0.0
3025,3153,Alusta Virgo Belinda 200 ZR,,,,,True,33.3,32.2,35.3,40.6,39.1,0.0
3026,3154,Alusta Virgo Belinda 250 ZR,,,,,True,31.3,29.9,32.0,36.8,35.3,0.0
3027,3155,Alusta Virgo Claudia 100 ZR,,,,,True,34.7,35.9,41.3,44.5,44.2,0.0
3028,3156,Alusta Virgo Claudia 150 ZR,,,,,True,34.7,35.9,41.3,44.5,44.2,0.0
3029,3157,Alusta Virgo Claudia 200 ZR,,,,,True,32.3,31.3,36.9,43.3,42.3,0.0
3030,3158,Alusta Virgo Claudia 250 ZR,,,,,True,31.3,29.4,34.2,40.3,39.5,0.0
3031,3159,Alusta Virgo Desiree 100 ZR,,,,,True,37.3,40.9,49.7,48.4,47.3,0.0
3032,3160,Alusta Virgo Desiree 150 ZR,,,,,True,34.6,35.5,43.7,45.2,44.0,0.0
3033,3161,Alusta Virgo Desiree 200 ZR,,,,,True,33.6,34.5,40.2,41.9,41.1,0.0
3034,3162,Alusta Virgo Desiree 250 ZR,,,,,True,32.4,30.3,36.5,44.0,44.4,0.0
3035,3163,Alusta Virgo Maxime 100 ZR,,,,,True,39.0,40.9,52.9,59.8,52.9,0.0
3036,3164,Alusta Virgo Maxime 150 ZR,,,,,True,37.4,36.6,46.6,56.0,51.7,0.0
3037,3165,Alusta Virgo Maxime 200 ZR,,,,,True,35.5,34.2,43.0,48.4,44.5,0.0
3038,3166,Alusta Virgo Maxime 250 ZR,,,,,True,35.3,32.4,38.8,43.3,41.9,0.0
3039,3167,Alusta Thallo ASV 120,,,,,True,44.6,32.2,39.0,50.3,49.1,54.8
3040,3168,Alusta Thallo ASV 200,,,,,True,43.1,39.8,45.9,53.0,55.1,61.5
3041,3169,Alusta Thallo D100,,,,,True,47.4,33.4,37.8,44.7,47.9,51.5
3042,3170,Alusta Thallo D160,,,,,True,41.9,37.1,46.1,63.6,72.9,69.3
3043,3171,Alusta Vent-O-Sun Screen/Valarm,,,,,True,32.5,28.2,26.7,28.1,30.3,32.5
3044,3172,Alusta Vent-O-Sun Screen/Valarm Ak40,,,,,True,34.8,28.9,33.7,30.8,32.8,36.9
3045,3173,Alusta Vent-O-Sun Screen/Valarm Ak80,,,,,True,35.1,28.5,33.7,31.9,36.9,43.0
3046,3174,Alusta Vent-O-Sun Screen/Valarm Ak120,,,,,True,35.3,35.6,33.0,33.3,39.3,45.7
3047,3176,Velux GGL 0060 dakvenster,,,,,True,31.1,34.1,39.1,43.5,45.5,0.0
3048,3177,Velux GGL 0062 dakvenster [1],,,,,True,31.1,38.8,43.1,48.4,50.3,55.8
3049,3178,Velux GGL 0066 dakvenster [1],,,,,True,28.4,33.6,39.3,43.8,44.2,48.2
3050,3179,Velux GGL 0070 dakvenster [1],,,,,True,29.5,30.7,36.1,41.6,43.6,49.3
3051,3180,Duco DucoMax Corto 10 'ZR',,,,,True,31.5,31.6,40.6,45.9,40.4,41.5
3052,3181,Duco DucoMax Corto 15 'ZR',,,,,True,29.2,28.9,35.0,40.1,37.9,39.6
3053,3182,Duco DucoMax Corto 20 'ZR',,,,,True,28.6,27.9,32.7,38.5,36.8,37.4
3054,3183,Duco DucoMax Corto 25 'ZR',,,,,True,28.0,27.3,31.8,37.0,35.2,37.2
3055,3184,Duco DucoMax Medio 10 'ZR',,,,,True,32.5,31.2,42.8,48.5,45.9,50.8
3056,3185,Duco DucoMax Medio 15 'ZR',,,,,True,30.7,28.4,37.2,42.6,43.3,48.6
3057,3186,Duco DucoMax Medio 20 'ZR',,,,,True,29.1,26.8,35.6,40.8,41.6,44.9
3058,3187,Duco DucoMax Medio 25 'ZR',,,,,True,28.6,26.2,33.7,38.6,39.8,44.1
3059,3188,Duco DucoMax Alto 10 'ZR',,,,,True,32.4,30.7,44.8,52.3,50.2,61.6
3060,3189,Duco DucoMax Alto 15 'ZR',,,,,True,30.7,28.6,39.1,45.9,47.1,58.6
3061,3190,Duco DucoMax Alto 20 'ZR',,,,,True,30.2,27.2,36.7,43.5,44.5,54.4
3062,3191,Duco DucoMax Alto 25 'ZR',,,,,True,29.7,26.2,35.1,41.0,42.1,52.0
3063,3192,Duco DucoMax Largo 10 'ZR',,,,,True,34.8,36.2,45.5,54.4,56.1,70.6
3064,3193,Duco DucoMax Largo 15 'ZR',,,,,True,32.2,31.5,39.0,45.6,48.6,61.8
3065,3194,Duco DucoMax Largo 20 'ZR',,,,,True,30.9,28.6,36.3,44.0,45.0,55.6
3066,3195,Duco DucoMax Largo 25 'ZR',,,,,True,30.8,28.1,34.0,39.3,41.9,52.6
3067,3196,Duco DucoMax Corto 10 'ZR' HD,,,,,True,31.5,31.6,40.6,45.9,40.4,41.5
3068,3197,Duco DucoMax Corto 15 'ZR' HD,,,,,True,29.2,28.9,35.0,40.1,37.9,39.6
3069,3198,Duco DucoMax Corto 20 'ZR' HD,,,,,True,28.6,27.9,32.7,38.5,36.8,37.4
3070,3199,Duco DucoMax Corto 25 'ZR' HD,,,,,True,28.0,27.3,31.8,37.0,35.2,37.2
3071,3200,Duco DucoMax Medio 10 'ZR' HD,,,,,True,32.5,31.2,42.8,48.5,45.9,50.8
3072,3201,Duco DucoMax Medio 15 'ZR' HD,,,,,True,30.7,28.4,37.2,42.6,43.3,48.6
3073,3202,Duco DucoMax Medio 20 'ZR' HD,,,,,True,29.1,26.8,35.6,40.8,41.6,44.9
3074,3203,Duco DucoMax Medio 25 'ZR' HD,,,,,True,28.6,26.2,33.7,38.6,39.8,44.1
3075,3204,Duco DucoMax Alto 10 'ZR' HD,,,,,True,32.4,30.7,44.8,52.3,50.2,61.6
3076,3205,Duco DucoMax Alto 15 'ZR' HD,,,,,True,30.7,28.6,39.1,45.9,47.1,58.6
3077,3206,Duco DucoMax Alto 20 'ZR' HD,,,,,True,30.2,27.2,36.7,43.5,44.5,54.4
3078,3207,Duco DucoMax Alto 25 'ZR' HD,,,,,True,29.7,26.2,35.1,41.0,42.1,52.0
3079,3208,Duco DucoMax Largo 10 'ZR' HD,,,,,True,34.8,36.2,45.5,54.4,56.1,70.6
3080,3209,Duco DucoMax Largo 15 'ZR' HD,,,,,True,32.2,31.5,39.0,45.6,48.6,61.8
