index,material_no,name,category,glass_t1_mm,glass_cavity_mm,glass_t2_mm,spectrum_ok,R_125_Hz,R_250_Hz,R_500_Hz,R_1000_Hz,R_2000_Hz,R_4000_Hz
229,230,3.2 eflex#/40 foamglas/3.2 eflex# [1],,,,,True,23.2,25.9,30.3,32.7,36.8,42.0
230,231,4 montapl./45 kurk/18 montapl. [1],,,,,True,24.2,27.2,31.8,31.6,32.4,46.7
231,232,1 sendz.v.st./80 f.g./1 sendz.v.st. [1],,,,,True,23.9,26.4,30.7,32.6,38.3,48.4
232,233,1 sendz.v.st./40 f.g./1 sendz.v.st. [1],,,,,True,24.7,26.2,31.1,35.0,36.8,43.9
233,234,2 staalpl.#/65 kurk/2 staalpl.# [1],,,,,True,28.6,31.9,33.6,28.8,53.6,55.1
234,235,6 eflex/40 foamglas/6 eflex [1],,,,,True,25.1,27.3,32.2,34.5,36.3,43.7
235,236,8 morgomat/40 pur-schuim/8 morgomat [1],,,,,True,30.9,31.4,34.1,29.1,46.7,49.3
236,237,6 eflex/80 foamglas/6 eflex [1],,,,,True,27.9,28.8,29.9,34.2,40.0,45.6
237,238,10 monta.#/50 pur-schuim/10 monta.# [1],,,,,True,26.3,31.4,36.1,31.1,33.1,38.9
238,239,2 staalp.#/30 pur-schuim/2 staalp.# [1],,,,,True,27.3,30.4,34.2,31.6,49.3,54.4
239,240,3 eternit#/12 lucht/5 eternit [1],,,,,True,23.3,29.7,32.7,41.1,43.0,46.1
240,241,10 monta.#/50 pur-schuim*/10 monta.# [1],,,,,True,27.0,31.4,34.4,32.5,40.1,43.6
241,242,10 montapl.#/45 kurk/10 montapl.# [1],,,,,True,28.2,32.0,34.8,31.6,46.3,45.4
242,243,10 montapl.#/45 kurk*/10 montapl.# [1],,,,,True,28.5,32.0,35.1,31.9,46.5,45.9
243,244,8 morgomat/30 pur-schuim/8 morgomat [1],,,,,True,30.4,31.5,35.4,37.9,32.0,39.9
244,245,8 morgomat/40 kurk/8 morgomat [1],,,,,True,32.0,31.9,34.1,32.9,47.4,48.1
245,246,10 monta.#/50 steenw.*/10 monta.# [1],,,,,True,21.0,39.8,44.8,51.1,42.2,44.5
246,247,2 sendz.v.st.#/40 f.g./2 sendz.v.st# [1],,,,,True,27.8,29.2,34.5,39.1,41.7,45.8
247,248,3 eternit#/12 lucht/5 eternit* [1],,,,,True,23.9,30.8,37.1,44.3,44.5,46.5
248,249,2 sendz.v.st./40 f.g./2 sendz.v.st. [1],,,,,True,28.8,30.2,35.5,38.4,40.9,50.2
249,250,2 sendz.v.st#/80 f.g./2 sendz.v.st# [1],,,,,True,29.0,30.6,34.5,40.0,45.3,47.3
250,251,10 montap.#/50 steenwol*/10 montap.# [1],,,,,True,23.5,38.8,42.8,47.5,35.9,36.2
251,252,2 sendz.v.st./80 f.g./2 sendz.v.st. [1],,,,,True,28.8,31.7,35.9,38.2,43.1,52.0
252,253,5 eternit#/12 lucht/5 eternit# [1],,,,,True,25.8,35.1,44.5,48.4,47.7,48.5
253,254,5 eternit #/12 lucht/9 gipsvezelpl.* [1],,,,,True,27.3,34.6,44.7,49.6,48.3,48.7
254,255,Dak:50 wol/gesloten plaat [1],,,,,True,26.5,30.5,41.5,49.5,58.0,60.0
255,256,Dak:50 wol/geperf 106.4 plaat [1],,,,,True,23.5,24.5,31.0,34.0,54.0,63.0
256,257,Dak:50 PS/geperf 106.3 plaat [1],,,,,True,25.5,23.0,23.5,30.0,45.0,61.0
257,258,Dak:50 PS/geperf 120.4 plaat [1],,,,,True,26.0,22.0,21.5,28.0,41.0,58.0
258,259,Dak:50 PS/geperf 120.3 plaat [1],,,,,True,26.0,24.0,23.5,31.5,44.0,61.0
259,260,Dubbele st.gevel.RT90 gesloten elem. [1],,,,,True,17.0,25.0,38.0,43.0,43.0,0.0
260,261,Dubbele st.gevel.RT145 gesloten elem [1],,,,,True,17.0,34.0,42.0,43.0,45.0,0.0
261,262,Dubbele st.gevel.RTL90 bi.doos perf. [1],,,,,True,13.0,17.0,25.0,37.0,39.0,0.0
262,263,Dubbele st.gevel.bi.plaat perfo3 [1],,,,,True,13.0,20.5,29.0,35.0,37.5,0.0
263,264,Dubbele st.gevel.BR65 bi.doos perf.1 [1],,,,,True,12.5,18.5,23.5,28.0,27.0,0.0
264,265,Altec type 135/15,,,,,True,2.1,0.7,12.0,18.2,14.9,17.7
265,266,Altec type 135/20,,,,,True,2.7,0.1,10.4,15.9,13.3,14.7
266,267,Altec type 195/20,,,,,True,3.3,3.6,14.9,13.5,15.1,15.2
267,268,Altec type 255/15,,,,,True,5.3,7.7,18.4,19.8,21.3,23.7
268,269,Altec type 255/20,,,,,True,5.0,5.9,16.9,16.0,19.4,22.9
269,270,Altec type 195/15,,,,,True,4.2,7.3,19.8,17.4,16.4,21.1
270,272,*Aralco type 1 jumbo binnen,,,,,True,2.4,-2.3,4.9,12.9,14.1,18.0
271,273,*Aralco type 1a jumbo verkleind,,,,,True,3.2,4.2,7.7,13.4,14.7,20.0
272,274,*Aralco type 2 jumbo buiten,,,,,True,2.5,-2.3,4.1,13.1,14.3,18.6
273,275,*Aralco type 3 jumbo dubbel,,,,,True,2.9,2.1,10.8,19.5,24.0,27.8
274,276,Acoustair type AGV,,,,,True,2.4,1.6,9.6,10.0,12.6,18.4
275,277,*Alusta MD16 kern 11 muurdemper,,,,,True,9.0,3.5,9.1,15.4,25.0,0.0
276,278,Alusta MD20 kern 11 muurdemper,,,,,True,5.5,2.3,7.4,13.3,15.5,0.0
277,279,Alusta MD20 kern 16 muurdemper,,,,,True,7.6,3.2,16.6,22.1,31.3,0.0
278,280,Alusta MD25 kern 16 muurdemper,,,,,True,4.0,2.1,11.2,12.7,16.0,0.0
279,281,Alusta MD25 kern 20 muurdemper,,,,,True,6.3,6.5,15.3,15.1,25.5,0.0
280,282,Uitzetr.type A1.kit1.glas 4-10-4,,4.0,10.0,4.0,True,19.0,19.0,21.0,22.0,27.0,29.0
281,283,Uitzetr.type A1.kit2. glas 4-10-4,,4.0,10.0,4.0,True,20.0,19.0,21.0,22.0,26.0,29.0
282,284,Uitzetr.type A1.afgepl.. glas 4-10-4,,4.0,10.0,4.0,True,20.0,19.0,21.0,22.0,28.0,29.0
283,285,Tuimelr.type A2.kit. glas 3-30-4,,3.0,30.0,4.0,True,15.0,25.0,28.0,24.0,28.0,24.0
284,286,Tuimelr.type A2.afgepl.. glas 3-30-4,,3.0,30.0,4.0,True,14.0,26.0,31.0,33.0,37.0,37.0
285,287,Tuimelr.type B1.kit. glas 3-9-3,,3.0,9.0,3.0,True,22.0,20.0,24.0,29.0,30.0,31.0
286,288,Tuimelr.type B1.afgepl.. glas 3-9-3,,3.0,9.0,3.0,True,19.0,16.0,15.0,18.0,20.0,26.0
287,289,Tuimelr.type B1.afg+dicht glas 3-9-3,,3.0,9.0,3.0,True,22.0,21.0,24.0,30.0,34.0,32.0
288,290,Uitz-tuimel type B2. glas 3-9-4 [1],,3.0,9.0,4.0,True,19.0,20.0,22.0,24.0,32.0,31.0
289,291,Tuimelr.type B3. glas 2-12-3,,2.0,12.0,3.0,True,20.0,20.0,22.0,23.0,24.0,25.0
290,292,Tuimelr. C1.kit.  glas 3-12-3-12-3,,3.0,12.0,3.0,True,18.0,21.0,25.0,31.0,35.0,33.0
291,293,Tuimelr. C1.afgepl. glas 3-12-3-12-3,,3.0,12.0,3.0,True,18.0,21.0,26.0,32.0,35.0,32.0
292,294,Tuimelr.C2.dicht.  glas 3-9-3-85-4,,3.0,9.0,3.0,True,30.0,35.0,36.0,38.0,43.0,43.0
293,295,Plat dak DP1: hout en isolatie [1],,,,,True,16.0,25.0,26.0,24.0,30.0,0.0
294,296,Plat dak DP2: hout/isolatie/grind [1],,,,,True,21.0,27.0,27.0,29.0,34.0,0.0
295,297,Plat dak DP3: hout/isolatie/spouw [1],,,,,True,22.0,24.0,29.0,39.0,47.0,0.0
296,298,Plat dak DP4: hout/iso./spouw/grind [1],,,,,True,25.0,27.0,32.0,42.0,50.0,0.0
297,299,Plat dak DP5: beton(100 mm)/isolatie [2],,,,,True,36.0,39.0,44.0,50.0,55.0,0.0
298,300,Plat dak DP6: lichtbeton (150 mm) [1],,,,,True,33.0,35.0,36.0,41.0,47.0,0.0
299,301,Plat dak DP7: lichtbeton (300 mm) [2],,,,,True,35.0,38.0,42.0,48.0,53.0,0.0
300,302,Pannendak DH1: kierdicht dakbeschot [1],,,,,True,20.0,20.0,26.0,33.0,40.0,0.0
301,303,Pannendak DH2:geiso.dakplaten pur/ps [1],,,,,True,20.0,20.0,28.0,34.0,40.0,0.0
302,304,Pannendak DH3: geisoleerde dakplaten [1],,,,,True,17.0,22.0,29.0,38.0,42.0,0.0
303,305,Pannendak DH4: dakbeschot + min.wol [1],,,,,True,21.0,26.0,37.0,40.0,44.0,0.0
304,306,Pannendak DH5a: dakbeschot + min.wol [1],,,,,True,15.0,28.0,38.0,43.0,46.0,0.0
305,307,Pannendak DH5b: dakbeschot + min.wol [1],,,,,True,19.0,29.0,38.0,43.0,46.0,0.0
306,308,Pannendak DH5c: dakbeschot + min.wol [1],,,,,True,24.0,31.0,38.0,43.0,46.0,0.0
307,309,Pannendak DH6a: zelfdr.dooskonstr. [1],,,,,True,17.0,23.0,32.0,41.0,47.0,0.0
308,310,Pannendak DH6b: zelfdr.dooskonstr. [1],,,,,True,19.0,29.0,38.0,43.0,47.0,0.0
309,311,Pannendak DH7a:geiso.dakpl/spw+minw. [1],,,,,True,24.0,25.0,35.0,41.0,44.0,0.0
310,312,Pannendak DH7b:geiso.dakpl/spw+minwo [1],,,,,True,25.0,30.0,43.0,49.0,52.0,0.0
311,313,Pannendak DH8-b: balklaag h.o.h.1.0m [1],,,,,True,27.0,32.0,45.0,51.0,54.0,0.0
312,314,Pannendak DH9a:gasbetonelem. 80kg/m2 [1],,,,,True,27.0,30.0,34.0,44.0,50.0,0.0
313,315,Pannendak DH9b:gasbetonele. 150kg/m2 [2],,,,,True,31.0,34.0,40.0,50.0,58.0,0.0
314,316,Pannendak DH9c:gasbetonele. 200kg/m2 [2],,,,,True,35.0,38.0,43.0,51.0,58.0,0.0
315,317,Pannendak DH10:grindbetonelem.+PU/PS [2],,,,,True,35.0,39.0,45.0,53.0,58.0,0.0
316,318,Glas 4-6-4 (GDL),GDL,4.0,6.0,4.0,True,22.0,23.0,23.0,32.0,34.0,30.0
317,319,Glas 4-6-6 (GDL),GDL,4.0,6.0,6.0,True,24.0,24.0,26.0,33.0,33.0,33.0
318,320,Glas 4-6-8 (GDL),GDL,4.0,6.0,8.0,True,25.0,24.0,27.0,32.0,32.0,33.0
319,321,Glas 4-12-4 (GDL),GDL,4.0,12.0,4.0,True,21.0,22.0,28.0,36.0,38.0,33.0
320,322,Glas 4-12-6 (GDL),GDL,4.0,12.0,6.0,True,22.0,21.0,29.0,37.0,37.0,37.0
321,323,Glas 4-12-8 (GDL),GDL,4.0,12.0,8.0,True,23.0,22.0,30.0,36.0,36.0,36.0
322,324,Glas 6-12-6  (GDL),GDL,6.0,12.0,6.0,True,23.0,21.0,31.0,36.0,31.0,37.0
323,325,Glas 4-16-4  (GDL),GDL,4.0,16.0,4.0,True,21.0,19.0,30.0,38.0,39.0,35.0
324,326,Glas 4-12-10  (GDL),GDL,4.0,12.0,10.0,True,24.0,23.0,30.0,34.0,34.0,37.0
325,327,Glas 6-12-8  (GDL),GDL,6.0,12.0,8.0,True,24.0,23.0,31.0,35.0,30.0,38.0
326,328,Glas 4-16-6  (GDL),GDL,4.0,16.0,6.0,True,22.0,20.0,31.0,38.0,39.0,39.0
327,329,Glas 6-12-10  (GDL),GDL,6.0,12.0,10.0,True,24.0,24.0,32.0,34.0,34.0,39.0
328,330,Glas 4-16-8 (GDL),GDL,4.0,16.0,8.0,True,23.0,23.0,32.0,37.0,39.0,38.0
329,331,Glas 6-16-6 (GDL),GDL,6.0,16.0,6.0,True,23.0,24.0,32.0,38.0,33.0,39.0
330,332,Glas 4-20-4 (GDL),GDL,4.0,20.0,4.0,True,21.0,20.0,31.0,39.0,41.0,36.0
331,333,Glas 6-12-12 (GDL),GDL,6.0,12.0,12.0,True,25.0,25.0,32.0,33.0,33.0,40.0
332,334,Glas 8-12-10 (GDL),GDL,8.0,12.0,10.0,True,24.0,25.0,33.0,32.0,31.0,41.0
333,335,Glas 4-16-10 (GDL),GDL,4.0,16.0,10.0,True,24.0,24.0,32.0,36.0,36.0,39.0
334,336,Glas 6-16-8 (GDL),GDL,6.0,16.0,8.0,True,23.0,25.0,33.0,37.0,32.0,40.0
335,337,Glas 4-20-6 (GDL),GDL,4.0,20.0,6.0,True,22.0,23.0,32.0,40.0,40.0,40.0
336,338,Glas 8-12-12 (GDL),GDL,8.0,12.0,12.0,True,25.0,26.0,33.0,33.0,33.0,42.0
337,339,Glas 6-16-10 (GDL),GDL,6.0,16.0,10.0,True,24.0,26.0,33.0,36.0,36.0,41.0
338,340,Glas 4-20-8 (GDL),GDL,4.0,20.0,8.0,True,23.0,25.0,33.0,38.0,38.0,39.0
339,341,Glas 6-20-6 (GDL),GDL,6.0,20.0,6.0,True,23.0,26.0,33.0,39.0,34.0,40.0
340,342,Glas 4-24-4 (GDL),GDL,4.0,24.0,4.0,True,21.0,23.0,32.0,40.0,41.0,37.0
341,343,Glas 6-16-12 (GDL),GDL,6.0,16.0,12.0,True,24.0,26.0,34.0,35.0,35.0,42.0
342,344,Glas 8-16-10 (GDL),GDL,8.0,16.0,10.0,True,24.0,27.0,34.0,34.0,32.0,42.0
343,345,Glas 4-20-10 (GDL),GDL,4.0,20.0,10.0,True,23.0,26.0,33.0,37.0,37.0,40.0
344,346,Glas 6-20-8 (GDL),GDL,6.0,20.0,8.0,True,23.0,27.0,34.0,38.0,33.0,41.0
345,347,Glas 4-24-6 (GDL),GDL,4.0,24.0,6.0,True,22.0,26.0,33.0,41.0,41.0,41.0
346,348,Glas 8-16-12 (GDL),GDL,8.0,16.0,12.0,True,25.0,27.0,35.0,35.0,35.0,43.0
347,349,Glas 6-20-10 (GDL),GDL,6.0,20.0,10.0,True,24.0,27.0,35.0,37.0,37.0,42.0
348,350,Glas 4-24-8 (GDL),GDL,4.0,24.0,8.0,True,23.0,26.0,34.0,39.0,39.0,40.0
349,351,Glas 6-24-6 (GDL),GDL,6.0,24.0,6.0,True,23.0,27.0,34.0,40.0,35.0,41.0
350,352,Glas 6-20-12 (GDL),GDL,6.0,20.0,12.0,True,24.0,27.0,35.0,36.0,36.0,43.0
351,353,Glas 8-20-10 (GDL),GDL,8.0,20.0,10.0,True,24.0,28.0,36.0,35.0,33.0,43.0
352,354,Glas 4-24-10 (GDL),GDL,4.0,24.0,10.0,True,23.0,27.0,34.0,38.0,38.0,41.0
353,355,Glas 6-24-8 (GDL),GDL,6.0,24.0,8.0,True,23.0,28.0,35.0,39.0,34.0,42.0
354,356,Glas 8-20-12 (GDL),GDL,8.0,20.0,12.0,True,25.0,28.0,36.0,36.0,36.0,44.0
355,357,Glas 6-24-10 (GDL),GDL,6.0,24.0,10.0,True,24.0,28.0,36.0,38.0,38.0,43.0
356,358,Glas 6-24-12 (GDL),GDL,6.0,24.0,12.0,True,23.0,28.0,36.0,37.0,37.0,44.0
357,359,Glas 8-24-10 (GDL),GDL,8.0,24.0,10.0,True,24.0,29.0,37.0,36.0,34.0,44.0
358,360,Glas 8-24-12 (GDL),GDL,8.0,24.0,12.0,True,25.0,29.0,37.0,37.0,37.0,45.0
359,361,Glas 6-1-5 gelamineerd (GE),GE,6.0,1.0,5.0,True,24.0,28.0,31.0,33.0,37.0,46.0
360,362,Glas 7-1-6 gelamineerd (GE),GE,7.0,1.0,6.0,True,25.0,29.0,32.0,34.0,39.0,48.0
361,363,Glas 8-1-7 gelamineerd (GE),GE,8.0,1.0,7.0,True,26.0,29.0,32.0,34.0,41.0,50.0
362,364,Glas 10-1-9 gelamineerd (GE),GE,10.0,1.0,9.0,True,27.0,30.0,33.0,36.0,44.0,53.0
363,365,Glas 5-2-5 gelamineerd (GE),GE,5.0,2.0,5.0,True,24.0,28.0,32.0,36.0,39.0,45.0
364,366,Glas 6-2-6 gelamineerd (GE),GE,6.0,2.0,6.0,True,25.0,29.0,33.0,36.0,40.0,47.0
365,367,Glas 7-2-7 gelamineerd (GE),GE,7.0,2.0,7.0,True,26.0,30.0,34.0,37.0,41.0,49.0
366,368,Glas 9-2-9 gelamineerd (GE),GE,9.0,2.0,9.0,True,28.0,31.0,35.0,38.0,44.0,53.0
367,369,Ventilatievoorziening. ongedempt,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0
368,370,Faay type VP 54 scheidingswand [1],,,,,True,29.0,31.5,35.0,35.7,36.0,39.0
369,371,Faay type IW 100 scheidingswand [1],,,,,True,24.7,34.2,41.0,44.1,46.1,51.0
370,372,Faay type IW 148 scheidingswand [1],,,,,True,30.3,31.9,49.1,51.0,55.1,54.8
371,376,Verwol Ve-Pa wand,,,,,True,20.0,40.0,48.7,46.1,57.8,59.1
372,377,Interieurbouw Dekoral 100 verpl wand,,,,,True,19.2,42.6,49.1,53.4,47.5,48.6
373,380,Metalstud MS 100  15 /70 min.wol/ 15 [1],,,,,True,33.4,43.4,51.0,57.5,47.2,0.0
374,382,BP1: enkelvoudig paneel [1],,,,,True,15.0,20.0,25.0,30.0,30.0,0.0
375,383,BP2a: Sandw wol150+pl.mat 50-85  mm [1],,,,,True,23.0,22.0,17.0,33.0,43.0,0.0
376,384,BP2b: Sandw wol100+pl.mat 50-85  mm [1],,,,,True,20.0,14.0,30.0,41.0,50.0,0.0
377,385,BP2c: Sandw PS-pl+pl.mat 50-65  mm [1],,,,,True,22.0,26.0,30.0,24.0,37.0,0.0
378,386,BP2d: Sandw PUR-schuim+plmat 45-75  mm [1],,,,,True,22.0,26.0,30.0,31.0,26.0,0.0
379,387,BP2e: Sandw kurkpl+plmat 65-75  mm [1],,,,,True,22.0,26.0,29.0,27.0,35.0,0.0
380,388,BP2f: Sandw schuimglas+plmat 45-85  mm [1],,,,,True,20.0,24.0,27.0,31.0,36.0,0.0
381,389,BP3a: Lichte spwkonstr.+wol 70-90 [1],,,,,True,15.0,25.0,35.0,41.0,44.0,0.0
382,390,BP3b: Spouwkonstr.+wol 110-160 mm [1],,,,,True,18.0,27.0,35.0,41.0,44.0,0.0
383,391,BP3c: Spouwkonstr.+wol 160 mm [1],,,,,True,21.0,30.0,37.0,41.0,44.0,0.0
384,392,BP4: Spwkonstr zware bepl. 170-210 mm [1],,,,,True,25.0,35.0,40.0,45.0,50.0,0.0
385,393,BP5: Spouwkonstr.+wol 170-210 mm [1],,,,,True,27.0,38.0,45.0,50.0,50.0,0.0
386,394,DP8: plafond verend bevestigd [1],,,,,True,28.0,34.0,38.0,48.0,52.0,0.0
387,395,*Dakraam Velux GGL: glas 3/9/3,,3.0,9.0,3.0,True,22.8,21.6,25.4,30.6,31.3,0.0
388,396,*Dakraam Velux GGL-SR: gl. GG 8/15/4,,,,,True,24.3,27.7,33.5,32.5,34.2,0.0
389,397,*Dakraam Velux GGL-XSR: gl 3/9/3/75/4,,,,,True,29.8,28.3,37.4,39.2,43.2,0.0
390,398,Ventilatierooster met vliegengaas,,,,,True,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
391,399,*Alusta Futura Inverse 160,,,,,True,3.2,4.3,13.8,18.6,23.5,27.9
392,400,*Alusta Futura Inverse 100,,,,,True,2.1,6.5,16.8,21.3,27.7,28.4
393,401,*Alusta Futura Inverse 200,,,,,True,3.6,3.1,11.2,15.2,19.3,25.0
394,402,*Alusta Futura Inverse 300,,,,,True,2.3,2.1,6.4,9.4,16.2,18.7
395,403,*Alusta-panel:F+wol+rm+for        B2,,,,,True,23.7,32.8,44.9,49.3,50.2,51.9
396,404,*Alusta-panel:F+wol+rm+cemp       B5,,,,,True,25.1,34.5,45.2,48.7,50.0,50.9
397,405,*Alusta-panel:F+wol+s.sw          B6,,,,,True,25.7,36.5,45.1,49.1,50.2,51.7
398,406,*Alusta-panel:F+wol+Cemp+F        B7,,,,,True,25.9,36.6,45.1,49.1,49.8,52.8
399,407,*Alusta-panel:F+wol+for+cemp      B8,,,,,True,27.0,36.8,45.1,48.9,49.2,50.8
400,408,*Alusta-panel:s.sw+F+cemp         B9,,,,,True,26.5,32.2,41.0,47.8,48.9,52.5
401,409,*Alusta-panel:cemp+s+wol+tr+rm   B11,,,,,True,26.3,32.4,43.2,49.9,50.5,54.1
402,410,*Alusta-panel:s.sw+F+cemp        B10,,,,,True,22.6,26.1,40.8,48.4,49.2,52.7
403,411,*Alusta-panel:cemp+s+wol+cemp+rm B12,,,,,True,27.1,41.9,45.0,49.6,50.0,53.4
404,412,*Alusta-panel:cemp+s+wol+F+rm    B13,,,,,True,27.5,40.3,45.2,49.6,50.6,53.9
405,413,*Alusta-panel:cemp+s+wol+tres+ba B14,,,,,True,35.1,44.0,44.8,48.9,49.9,53.7
406,417,Alusta Gemini 5/120/3 schuifraam,,,,,True,24.4,35.5,43.6,52.3,52.4,51.4
407,418,Alusta Gemini 5/120/3+abs schuifraam,,,,,True,26.9,36.2,44.4,54.6,56.1,54.4
408,419,Alusta Gemini 5/140/3 schuifraam,,,,,True,29.0,37.1,43.7,50.8,49.4,49.8
409,420,Alusta Gemini 5/140/3+abs schuifraam,,,,,True,28.0,39.0,48.6,57.4,56.4,54.8
410,421,*Aralco junior,,,,,True,3.4,0.0,3.8,8.2,12.7,13.5
411,422,*Aralco junior met verb naaddichting,,,,,True,3.6,0.0,5.5,10.1,13.3,15.3
412,423,Seyffer SRA 40dB verpl. scheidingsw.,,,,,True,27.2,42.7,50.5,52.3,55.8,0.0
413,424,Seyffer SRA 45dB-verplb.schw+passtuk,,,,,True,29.8,41.8,52.2,54.4,55.6,0.0
414,425,Seyffer SRA 45dB-vsw zonder passtuk,,,,,True,30.5,43.0,52.4,55.3,56.6,0.0
415,426,Hueppe mobiele wand Variflex 100U-48,,,,,True,37.5,43.0,47.5,53.8,52.6,0.0
416,427,Poroton isol.steen.niet gepleisterd [2],,,,,True,28.9,31.5,36.0,40.7,47.5,0.0
417,428,Poroton isol.steen.afgepleisterd [2],,,,,True,34.1,34.1,35.9,44.4,50.4,0.0
418,429,Siporex-wand 125 mm onafgewerkt [1],,,,,True,27.0,29.0,31.0,40.0,47.0,53.0
419,430,Siporex-wand 150 mm onafgewerkt [1],,,,,True,30.0,30.0,34.0,42.0,50.0,56.0
420,431,Siporex-wand 200 mm onafgewerkt [1],,,,,True,30.0,33.0,39.0,47.0,53.0,56.0
421,432,Interwand dichte wand Interstandaard,,,,,True,16.5,34.2,40.9,45.9,53.5,47.8
422,433,Interwand glaspanelen Interstandaard,,,,,True,18.5,27.0,33.0,39.6,46.8,42.4
423,434,Interwand Interspecial dichte wand,,,,,True,31.0,38.8,44.6,48.2,54.0,0.0
424,435,Interwand Interspecial met glas,,,,,True,27.3,34.6,38.8,48.2,53.3,0.0
425,436,Interwand Interluxe S dichte wand,,,,,True,28.3,39.7,46.2,53.5,57.8,61.1
426,437,Interwand Interluxe V/M dichte wand,,,,,True,21.5,35.4,43.3,50.4,49.9,55.0
427,438,Planol Sypla systeemwand,,,,,True,14.7,30.7,44.8,52.2,58.0,0.0
428,439,Bruynzeel 2001-46dB Intersysteem [1],,,,,True,26.8,42.2,52.3,43.2,49.1,52.7
429,440,Bruynzeel 2001-49dB Intersysteem [1],,,,,True,25.6,41.4,52.9,50.4,49.3,61.2
430,441,Bruynzeel type VA-301 MS 3000 [1],,,,,True,17.0,26.6,36.9,47.4,44.7,49.4
431,442,Bruynzeel type VA 304 MS 3000 [1],,,,,True,17.5,35.9,46.5,50.6,50.8,51.5
432,443,Bruynzeel type VA 307 MS 3000 [1],,,,,True,20.6,39.8,49.3,52.4,52.2,52.3
433,444,Bruynzeel type VA 309 MS 3000 [1],,,,,True,24.3,42.6,49.8,52.2,54.4,52.9
434,445,Bruynzeel type VA 311 MS 3000 [1],,,,,True,26.0,44.9,51.1,53.5,55.4,0.0
435,446,Hauserman type P 61-B scheidingswand [1],,,,,True,19.8,32.9,40.7,41.6,51.4,0.0
436,447,Hauserman type P 86 scheidingswand [1],,,,,True,22.0,36.2,43.5,50.6,50.4,0.0
437,448,Hauserman type P 82-1E scheidingsw. [1],,,,,True,28.2,39.6,46.2,51.2,52.9,0.0
438,449,Hauserman type P 86-F30/48 scheid.w. [1],,,,,True,24.9,39.6,43.9,49.1,55.0,0.0
439,450,Interwand type PC 350 Elva,,,,,True,20.5,38.0,48.0,49.5,47.8,48.2
440,451,Interwand PL-S-wand Interluxe,,,,,True,30.9,43.2,48.4,54.9,59.6,0.0
441,452,Interwand PL-wand Interluxe,,,,,True,19.5,42.2,49.0,54.3,55.9,0.0
442,453,Interwand Interselect,,,,,True,18.5,32.9,42.8,48.7,49.9,0.0
443,454,Interwand Interselect G,,,,,True,28.5,40.7,49.7,52.5,51.8,0.0
444,466,Pannendak DH8-c:balklaag h.o.h. 1.5m [1],,,,,True,30.0,35.0,48.0,54.0,57.0,0.0
445,467,Pannendak DH8-a:balklaag h.o.h. 0.5m [1],,,,,True,24.0,29.0,42.0,48.0,51.0,0.0
446,468,Simec T81/glas 6-12-4 mm schuifraam,,6.0,12.0,4.0,True,23.3,25.0,30.0,32.0,32.4,33.7
447,469,Simec 606/glas 4-110-6 schuifraam,,4.0,110.0,6.0,True,27.9,32.5,37.2,39.3,34.7,43.1
448,470,Pannendak DH1-b. kierend dakbeschot [1],,,,,True,17.0,15.0,19.0,26.0,30.0,0.0
449,471,Glas 4-12-5,,4.0,12.0,5.0,True,22.0,22.0,29.0,36.0,36.0,0.0
450,472,Eland Br Maestrotherm;6-12-4/borstel,,,,,True,24.0,24.0,30.0,29.0,29.0,32.0
451,473,Eland Br 6-67-4+abs Maestro 6.50,,,,,True,23.0,29.0,35.0,38.0,42.0,0.0
452,474,Eland Br 6-67-6+abs Maestro 6.50,,,,,True,25.0,32.0,37.0,42.0,45.0,0.0
453,475,Eland Br 6-87-4+abs Maestro 6.50,,,,,True,26.0,34.0,41.0,45.0,47.0,0.0
454,476,Eland Br 8 E-lite 6.25 schuifraam,,,,,True,20.0,23.0,24.0,28.0,32.0,0.0
455,477,Eland Br 8-81-4+abs E-lite 6.25,,,,,True,26.0,30.0,36.0,42.0,47.0,0.0
456,478,Eland Br 8-120-4+abs E-lite 6.25,,,,,True,27.0,34.0,41.0,44.0,48.0,0.0
457,479,Deci Air K10-15/10 suskast,,,,,True,5.2,3.1,8.5,15.5,23.6,29.7
458,480,Deci Air K10-15/15 suskast,,,,,True,4.5,1.8,6.1,12.6,19.2,22.6
459,481,Deci Air K10-15/20 suskast,,,,,True,3.2,0.0,4.0,9.9,12.8,12.0
460,482,Deci Air K10-15/25 suskast,,,,,True,2.8,0.0,3.1,9.2,11.7,12.7
461,483,Deci Air K10-20/10 suskast,,,,,True,3.6,3.3,11.7,19.4,27.2,33.1
462,484,Deci Air K10-20/15 suskast,,,,,True,4.9,1.3,8.7,17.8,25.3,30.4
463,485,Deci Air K10-20/20 suskast,,,,,True,3.4,2.7,9.6,19.2,26.7,31.4
464,486,Deci Air K10-20/25 suskast,,,,,True,4.0,0.8,5.6,11.6,18.4,20.2
465,487,Deci Air K10-25/10 suskast,,,,,True,4.4,6.4,13.0,22.0,28.7,33.6
466,488,Deci Air K10-25/15 suskast,,,,,True,4.4,3.6,11.2,21.7,30.1,35.2
467,489,Deci Air K10-25/20 suskast,,,,,True,4.2,3.0,9.5,19.1,26.4,31.3
468,490,Deci Air K10-25/25 suskast,,,,,True,4.0,2.3,8.4,17.2,24.7,29.7
469,491,Deci Air K15-15/10 suskast,,,,,True,2.8,3.8,13.2,18.1,17.5,25.5
